,label,win,points,aces,dealer card,round,game number
3027,1,True,18,0,10,2,2518
3028,0,True,20,0,10,3,2518
3031,0,True,19,1,7,0,2520
3034,1,True,15,0,10,0,2522
3036,0,True,14,0,10,0,2524
3040,0,True,16,0,4,0,2529
3042,0,True,19,1,7,0,2531
3044,0,True,19,0,8,0,2533
3047,0,True,20,0,4,0,2536
3049,0,True,20,0,10,0,2539
3051,1,True,8,0,7,0,2541
3052,1,True,12,0,7,1,2541
3054,1,True,16,0,5,0,2543
3055,0,True,20,0,5,1,2543
3058,0,True,20,1,5,0,2546
3063,1,True,9,0,6,0,2550
3064,1,True,20,1,6,1,2550
3066,0,True,17,0,3,0,2553
3071,1,True,18,0,2,0,2556
3072,0,True,20,0,2,1,2556
3091,1,True,8,0,8,0,2574
3092,0,True,18,0,8,1,2574
3099,0,True,20,0,10,0,2579
3103,1,True,10,0,10,0,2582
3104,0,True,18,0,10,1,2582
3109,1,True,12,0,10,0,2587
3110,1,True,15,0,10,1,2587
3111,0,True,18,0,10,2,2587
3127,0,True,18,0,10,0,2598
3128,1,True,10,0,5,0,2599
3129,0,True,19,0,5,1,2599
3130,0,True,20,0,8,0,2600
3135,0,True,20,0,6,0,2607
3140,0,True,20,0,11,0,2611
3149,1,True,14,0,10,0,2620
3152,0,True,13,0,6,0,2626
3153,1,True,15,0,10,0,2627
3154,0,True,18,0,10,1,2627
3158,0,True,20,0,11,0,2630
3177,0,True,15,0,4,0,2650
3180,0,True,20,1,6,0,2653
3189,0,True,18,0,7,0,2661
3191,0,True,20,0,10,0,2663
3197,0,True,19,0,5,0,2668
3207,0,True,16,0,4,0,2675
3208,1,True,14,0,9,0,2676
3209,0,True,20,0,9,1,2676
3217,0,True,20,0,10,0,2685
3220,0,True,20,0,4,0,2687
3222,0,True,18,0,10,0,2690
3233,0,True,20,0,2,0,2698
3238,0,True,17,0,6,0,2701
3241,0,True,20,0,4,0,2704
3242,1,True,18,1,6,0,2705
3243,0,True,18,1,6,1,2705
3249,1,True,15,0,10,0,2710
3252,1,True,6,0,4,0,2713
3253,0,True,15,0,4,1,2713
3262,1,True,10,0,10,0,2721
3264,0,True,18,0,6,0,2724
3272,0,True,20,0,11,0,2730
3281,0,True,20,0,10,0,2739
3282,1,True,8,0,7,0,2740
3283,0,True,18,0,7,1,2740
3288,0,True,19,1,5,0,2745
3291,1,True,12,0,6,0,2749
3292,0,True,20,0,2,0,2750
3294,1,True,10,0,2,0,2752
3295,0,True,17,0,2,1,2752
3302,0,True,18,0,10,0,2757
3310,0,True,14,0,2,0,2764
3316,1,True,6,0,3,0,2768
3317,1,True,9,0,3,1,2768
3318,0,True,19,0,3,2,2768
3320,1,True,9,0,3,0,2771
3321,0,True,16,0,3,1,2771
3322,1,True,10,0,9,0,2772
3323,0,True,20,0,9,1,2772
3324,0,True,20,0,6,0,2773
3329,0,True,18,0,6,0,2778
3332,0,True,20,0,5,0,2781
3337,0,True,19,0,6,0,2785
3339,0,True,20,0,6,0,2787
3340,0,True,20,0,2,0,2788
3342,0,True,18,1,10,0,2790
3345,0,True,19,0,6,0,2793
3346,0,True,20,0,4,0,2794
3355,0,True,19,1,10,0,2804
3356,1,True,20,0,10,0,2805
3364,1,True,10,0,10,0,2812
3365,0,True,20,0,10,1,2812
3369,0,True,15,1,3,0,2817
3373,1,True,15,0,7,0,2820
3374,0,True,19,0,7,1,2820
3389,0,True,18,0,4,0,2833
3390,1,True,9,0,10,0,2834
3391,0,True,18,0,10,1,2834
3395,0,True,15,0,5,0,2838
3399,1,True,9,0,4,0,2842
3400,0,True,19,0,4,1,2842
3402,0,True,20,0,8,0,2844
3408,1,True,5,0,10,0,2847
3409,1,True,10,0,10,1,2847
3410,1,True,14,1,10,0,2848
3411,0,True,13,1,10,1,2848
3412,1,True,9,0,11,0,2849
3413,0,True,19,0,11,1,2849
3414,0,True,14,0,3,0,2850
3416,1,True,8,0,10,0,2853
3417,0,True,19,1,10,1,2853
3419,0,True,19,0,3,0,2855
3420,0,True,13,0,3,0,2856
3424,1,True,18,1,8,0,2858
3425,0,True,16,1,8,1,2858
3431,1,True,8,0,10,0,2862
3432,1,True,14,0,10,1,2862
3433,0,True,19,0,10,2,2862
3442,1,True,11,0,2,0,2868
3443,0,True,20,0,2,1,2868
3446,0,True,20,1,6,0,2871
3447,1,True,10,0,7,0,2873
3448,0,True,19,0,7,1,2873
3449,0,True,20,1,4,0,2874
3453,0,True,18,0,10,0,2878
3467,1,True,8,0,10,0,2888
3468,0,True,19,1,10,1,2888
3479,0,True,16,0,4,0,2898
3482,0,True,20,0,10,0,2901
3483,0,True,17,0,3,0,2902
3484,1,True,17,0,4,0,2903
3485,1,True,19,0,4,1,2903
3487,0,True,13,0,4,0,2905
3489,0,True,20,0,7,0,2907
3493,1,True,18,0,2,0,2910
3502,0,True,18,0,10,0,2918
3506,1,True,11,0,4,0,2920
3507,0,True,15,0,4,1,2920
3519,1,True,10,0,10,0,2932
3520,0,True,20,0,10,1,2932
3521,1,True,6,0,8,0,2933
3522,1,True,8,0,8,1,2933
3523,1,True,10,0,8,2,2933
3530,1,True,16,0,4,0,2940
3531,1,True,20,0,10,0,2941
3532,0,True,20,0,6,0,2942
3547,1,True,14,0,3,0,2952
3551,1,True,16,0,10,0,2956
3555,0,True,19,1,9,0,2960
3572,0,True,20,1,4,0,2974
3577,0,True,19,0,10,0,2979
3582,0,True,20,0,8,0,2982
3583,0,True,18,1,2,0,2984
3587,0,True,18,1,3,0,2988
3588,0,True,20,0,6,0,2989
3596,0,True,19,0,3,0,2995
3607,0,True,18,0,7,0,3005
3613,1,True,15,1,10,0,3010
3614,1,True,15,1,10,1,3010
3619,0,True,20,0,3,0,3014
3630,0,True,19,0,8,0,3024
3633,1,True,9,0,4,0,3027
3634,1,True,16,0,4,1,3027
3644,0,True,20,0,9,0,3037
3658,1,True,8,0,7,0,3047
3659,0,True,18,0,7,1,3047
3662,0,True,17,0,6,0,3050
3666,1,True,9,0,10,0,3053
3667,1,True,19,0,10,1,3053
3668,0,True,20,1,10,2,3053
3678,1,True,14,0,8,0,3062
3679,0,True,20,0,8,1,3062
3680,0,True,20,0,8,0,3063
3682,0,True,20,0,10,0,3065
3685,1,True,15,1,10,0,3068
3686,0,True,20,1,10,1,3068
3687,1,True,8,0,2,0,3069
3688,1,True,14,0,2,1,3069
3689,0,True,20,0,2,2,3069
3694,0,True,20,0,6,0,3073
3698,0,True,20,0,7,0,3076
3702,1,True,18,0,5,0,3079
3703,0,True,19,1,5,1,3079
3705,0,True,17,0,10,0,3081
3711,0,True,19,0,4,0,3086
3716,0,True,17,1,3,0,3089
3724,1,True,7,0,6,0,3100
3725,1,True,12,0,6,1,3100
3726,1,True,14,0,6,2,3100
3727,1,True,17,0,6,3,3100
3731,1,True,9,0,10,0,3105
3732,0,True,14,0,10,1,3105
3734,1,True,6,0,4,0,3107
3735,0,True,17,1,4,1,3107
3744,0,True,14,0,5,0,3117
3748,1,True,14,1,4,0,3120
3749,1,True,14,1,4,1,3120
3750,0,True,20,1,4,2,3120
3753,0,True,15,0,5,0,3124
3759,0,True,19,1,10,0,3128
3778,0,True,19,0,2,0,3144
3779,0,True,20,0,9,0,3145
3780,1,True,7,0,2,0,3146
3781,0,True,17,0,2,1,3146
3789,0,True,20,0,9,0,3155
3791,0,True,20,0,8,0,3157
3799,0,True,20,0,7,0,3166
3804,1,True,13,0,4,0,3172
3805,1,True,18,0,4,1,3172
3806,0,True,19,1,4,2,3172
3807,0,True,20,0,10,0,3173
3811,0,True,18,0,4,0,3177
3815,1,True,11,0,4,0,3180
3817,1,True,9,0,2,0,3182
3818,0,True,19,0,2,1,3182
3827,0,True,20,0,11,0,3190
3830,1,True,9,0,8,0,3192
3831,0,True,20,1,8,1,3192
3837,1,True,5,0,5,0,3197
3838,1,True,7,0,5,1,3197
3839,0,True,14,0,5,2,3197
3841,1,True,9,0,9,0,3199
3842,0,True,20,1,9,1,3199
3844,0,True,15,1,7,0,3201
3847,1,True,10,0,10,0,3205
3848,1,True,20,0,10,1,3205
3849,0,True,20,1,3,0,3206
3850,1,True,7,0,8,0,3207
3851,1,True,17,0,8,1,3207
3852,0,True,20,0,6,0,3208
3859,1,True,12,0,10,0,3214
3866,0,True,19,1,7,0,3221
3869,1,True,7,0,3,0,3225
3870,0,True,17,0,3,1,3225
3874,0,True,20,0,11,0,3228
3875,1,True,20,1,3,0,3229
3876,0,True,18,1,3,1,3229
3878,0,True,18,0,9,0,3231
3883,0,True,19,0,5,0,3237
3884,0,True,16,0,5,0,3238
3889,1,True,10,0,6,0,3241
3890,0,True,20,0,6,1,3241
3893,0,True,14,0,3,0,3244
3902,0,True,19,0,3,0,3253
3912,1,True,12,0,4,0,3262
3913,0,True,20,0,4,1,3262
3915,0,True,20,0,5,0,3264
3921,1,True,16,1,4,0,3270
3922,0,True,15,1,4,1,3270
3928,1,True,19,1,6,0,3275
3931,1,True,13,0,3,0,3277
3936,0,True,18,0,10,0,3282
3942,0,True,19,0,6,0,3291
3944,1,True,14,0,8,0,3293
3956,1,True,10,0,5,0,3304
3957,0,True,20,0,5,1,3304
3958,1,True,16,0,7,0,3305
3959,0,True,20,0,7,1,3305
3963,1,True,6,0,10,0,3309
3964,1,True,8,0,10,1,3309
3965,0,True,16,0,10,2,3309
3967,0,True,16,0,5,0,3312
3970,0,True,18,0,10,0,3314
3973,0,True,19,0,2,0,3318
3976,0,True,20,0,10,0,3321
3980,1,True,16,0,6,0,3326
3981,0,True,20,0,6,1,3326
3982,0,True,19,0,3,0,3327
3986,1,True,10,0,6,0,3330
3988,1,True,12,0,10,0,3332
3989,0,True,20,0,10,1,3332
4010,1,True,18,0,9,0,3350
4011,0,True,19,1,9,1,3350
4015,0,True,19,0,11,0,3353
4028,0,True,20,0,5,0,3363
4029,1,True,19,1,8,0,3364
4030,0,True,20,2,8,1,3364
4042,0,True,18,0,4,0,3373
4050,1,True,14,0,7,0,3379
4051,0,True,19,0,7,1,3379
4052,0,True,19,0,3,0,3380
4055,0,True,19,0,10,0,3383
4064,1,True,19,0,10,0,3391
4068,0,True,16,0,5,0,3395
4070,0,True,20,0,2,0,3397
4072,1,True,14,1,10,0,3399
4073,1,True,16,1,10,1,3399
4074,0,True,16,1,10,2,3399
4075,0,True,20,0,11,0,3400
4076,0,True,20,0,9,0,3401
4077,1,True,14,0,6,0,3402
4078,1,True,17,0,6,1,3402
4083,0,True,19,0,7,0,3405
4084,0,True,15,1,8,0,3406
4091,1,True,9,0,10,0,3411
4092,0,True,20,1,10,1,3411
4099,1,True,15,0,7,0,3417
4100,0,True,18,0,7,1,3417
4109,1,True,15,0,3,0,3425
4110,1,True,16,1,3,1,3425
4111,0,True,20,1,3,2,3425
4120,1,True,13,0,2,0,3434
4121,0,True,20,0,2,1,3434
4122,1,True,13,1,2,0,3435
4123,0,True,19,1,2,1,3435
4132,0,True,20,1,5,0,3441
4137,0,True,15,0,9,0,3446
4145,1,True,15,0,2,0,3455
4146,0,True,19,0,2,1,3455
4147,1,True,9,0,8,0,3456
4148,0,True,19,0,8,1,3456
4150,0,True,20,0,11,0,3458
4159,0,True,20,0,2,0,3465
4162,1,True,14,1,5,0,3469
4163,1,True,14,1,5,1,3469
4164,0,True,20,1,5,2,3469
4165,0,True,18,1,9,0,3470
4172,0,True,16,0,6,0,3478
4183,0,True,17,0,4,0,3484
4188,1,True,5,0,10,0,3489
4189,1,True,9,0,10,1,3489
4190,0,True,19,0,10,2,3489
4193,1,True,14,0,3,0,3492
4194,0,True,19,0,3,1,3492
4198,1,True,13,0,5,0,3495
4207,0,True,20,0,8,0,3505
4211,1,True,10,0,10,0,3510
4212,0,True,17,0,10,1,3510
4217,1,True,13,0,3,0,3514
4218,0,True,18,0,3,1,3514
4223,0,True,20,0,7,0,3517
4225,0,True,18,1,8,0,3519
4226,1,True,12,0,10,0,3520
4227,0,True,19,0,10,1,3520
4231,0,True,20,0,11,0,3523
4245,0,True,20,0,6,0,3535
4249,0,True,18,0,10,0,3538
4252,1,True,11,0,5,0,3543
4255,1,True,18,0,6,0,3546
4256,0,True,20,0,6,1,3546
4286,1,True,10,0,9,0,3574
4287,0,True,19,0,9,1,3574
4313,1,True,10,0,5,0,3598
4315,1,True,10,0,5,0,3600
4316,0,True,20,0,5,1,3600
4320,0,True,16,0,10,0,3604
4321,0,True,19,0,8,0,3605
4334,0,True,17,0,9,0,3615
4335,0,True,18,0,7,0,3616
4336,1,True,14,1,6,0,3617
4337,0,True,19,1,6,1,3617
4342,1,True,17,0,10,0,3621
4343,0,True,19,0,10,1,3621
4345,0,True,16,0,10,0,3623
4353,1,True,14,0,2,0,3630
4360,1,True,10,0,2,0,3637
4361,0,True,20,0,2,1,3637
4369,0,True,15,0,10,0,3642
4384,0,True,18,0,6,0,3655
4393,0,True,16,1,4,0,3665
4403,0,True,14,0,5,0,3674
4404,0,True,20,0,3,0,3675
4405,1,True,6,0,5,0,3676
4406,0,True,16,0,5,1,3676
4407,0,True,20,1,10,0,3677
4411,0,True,19,1,2,0,3681
4422,0,True,20,0,6,0,3692
4430,0,True,19,0,9,0,3699
4434,1,True,16,1,4,0,3703
4435,0,True,13,1,4,1,3703
4438,0,True,19,0,10,0,3705
4443,0,True,20,0,6,0,3708
4444,0,True,14,0,5,0,3709
4451,1,True,10,0,10,0,3714
4452,0,True,20,0,10,1,3714
4479,1,True,20,0,7,0,3734
4498,1,True,20,1,5,0,3749
4499,1,True,13,1,5,1,3749
4500,0,True,20,1,5,2,3749
4504,0,True,19,1,11,0,3755
4512,0,True,17,0,8,0,3760
4518,0,True,18,0,2,0,3765
4533,1,True,7,0,4,0,3776
4534,0,True,16,0,4,1,3776
4535,0,True,16,0,10,0,3777
4542,0,True,20,1,8,0,3783
4556,0,True,14,0,5,0,3796
4558,0,True,17,0,6,0,3798
4577,1,True,9,0,8,0,3818
4578,1,True,11,0,8,1,3818
4579,0,True,19,0,8,2,3818
4580,0,True,19,0,6,0,3819
4587,0,True,17,0,5,0,3825
4588,0,True,19,0,10,0,3826
4596,0,True,20,0,10,0,3834
4599,0,True,19,1,10,0,3836
4607,0,True,19,0,11,0,3841
4612,1,True,8,0,6,0,3848
4613,0,True,18,0,6,1,3848
4624,0,True,15,0,6,0,3857
4628,1,True,10,0,6,0,3861
4629,0,True,20,0,6,1,3861
4641,1,True,17,1,10,0,3871
4642,0,True,16,1,10,1,3871
4647,0,True,20,0,3,0,3875
4648,0,True,19,0,10,0,3876
4657,1,True,11,0,3,0,3884
4658,0,True,20,0,9,0,3885
4667,0,True,20,0,6,0,3895
4677,1,True,6,0,2,0,3903
4678,0,True,16,0,2,1,3903
4680,0,True,18,0,9,0,3905
4683,1,True,6,0,10,0,3910
4684,1,True,15,0,10,1,3910
4685,0,True,18,0,10,2,3910
4690,1,True,14,0,3,0,3914
4691,0,True,18,0,3,1,3914
4694,0,True,17,0,10,0,3916
4699,0,True,18,0,3,0,3921
4701,0,True,19,0,5,0,3923
4704,0,True,16,0,2,0,3926
4705,0,True,16,0,4,0,3927
4707,0,True,15,1,5,0,3930
4708,1,True,12,0,11,0,3931
4709,0,True,19,0,11,1,3931
4717,0,True,16,1,5,0,3936
4719,0,True,20,0,2,0,3938
4724,0,True,18,0,3,0,3944
4731,0,True,16,0,3,0,3951
4738,0,True,20,0,2,0,3957
4749,0,True,14,0,3,0,3971
4757,0,True,15,0,3,0,3978
4759,1,True,14,0,4,0,3980
4766,0,True,18,0,10,0,3985
4775,0,True,20,0,7,0,3994
4784,0,True,19,0,3,0,4002
4789,0,True,17,0,7,0,4007
4794,0,True,20,0,8,0,4010
4795,0,True,17,0,5,0,4011
4800,0,True,16,0,5,0,4016
4801,1,True,6,0,6,0,4017
4802,0,True,15,0,6,1,4017
4825,1,True,17,0,10,0,4032
4826,0,True,20,0,10,1,4032
4828,1,True,10,0,11,0,4034
4829,0,True,18,0,11,1,4034
4834,0,True,20,0,6,0,4039
4848,0,True,19,0,10,0,4049
4859,0,True,20,0,7,0,4060
4867,0,True,20,0,8,0,4068
4871,0,True,20,0,10,0,4072
4875,0,True,18,0,10,0,4076
4876,0,True,19,1,5,0,4077
4882,1,True,10,0,3,0,4081
4883,0,True,15,0,3,1,4081
4888,0,True,15,0,3,0,4085
4895,1,True,18,0,11,0,4091
4898,0,True,17,0,2,0,4095
4900,0,True,18,0,6,0,4097
4901,1,True,15,0,2,0,4099
4905,0,True,20,0,10,0,4103
4909,0,True,19,0,5,0,4106
4910,0,True,18,0,2,0,4107
4922,0,True,20,0,2,0,4117
4923,0,True,19,0,10,0,4118
4928,0,True,20,0,9,0,4122
4929,0,True,19,0,7,0,4123
4930,1,True,10,0,10,0,4124
4931,0,True,20,0,10,1,4124
4937,0,True,17,0,6,0,4129
4939,0,True,15,0,2,0,4132
4947,1,True,9,0,10,0,4139
4948,0,True,19,0,10,1,4139
4949,0,True,18,0,8,0,4140
4956,1,True,13,0,9,0,4147
4957,0,True,19,0,7,0,4148
4967,0,True,18,0,6,0,4157
4968,1,True,12,0,9,0,4158
4969,1,True,16,0,9,1,4158
4970,0,True,20,0,9,2,4158
4971,1,True,13,0,9,0,4159
4974,0,True,19,0,8,0,4161
4975,0,True,16,0,5,0,4162
4980,1,True,4,0,10,0,4167
4981,1,True,7,0,10,1,4167
4982,1,True,11,0,10,2,4167
4983,1,True,14,0,10,3,4167
4988,1,True,7,0,10,0,4172
4989,1,True,10,0,10,1,4172
4990,0,True,20,0,10,2,4172
4991,0,True,19,0,10,0,4173
4992,0,True,20,0,10,0,4174
4994,1,True,10,0,10,0,4177
4995,0,True,20,0,6,0,4178
5007,1,True,10,0,10,0,4188
5008,0,True,13,0,10,1,4188
5016,1,True,7,0,3,0,4197
5017,0,True,17,0,3,1,4197
5036,0,True,20,0,6,0,4212
5037,0,True,18,0,10,0,4213
5039,1,True,8,0,11,0,4215
5040,1,True,10,0,11,1,4215
5041,0,True,20,0,11,2,4215
5042,1,True,14,0,11,0,4216
5043,0,True,16,0,11,1,4216
5050,0,True,20,0,10,0,4221
5051,0,True,18,0,2,0,4222
5060,0,True,20,0,8,0,4234
5061,1,True,8,0,2,0,4235
5062,0,True,18,0,2,1,4235
5067,0,True,20,0,6,0,4239
5074,0,True,20,0,6,0,4247
5084,1,True,9,0,9,0,4255
5085,0,True,19,0,9,1,4255
5086,1,True,20,1,10,0,4256
5087,0,True,19,1,10,1,4256
5088,0,True,20,0,6,0,4257
5095,1,True,8,0,10,0,4262
5096,0,True,19,1,10,1,4262
5099,0,True,20,0,6,0,4265
5102,1,True,12,0,7,0,4268
5103,0,True,20,0,7,1,4268
5104,1,True,13,0,3,0,4269
5105,0,True,20,0,3,1,4269
5113,1,True,12,0,6,0,4275
5116,0,True,20,0,7,0,4279
5125,0,True,18,1,5,0,4286
5131,1,True,16,0,9,0,4293
5132,0,True,20,0,9,1,4293
5135,1,True,13,1,10,0,4296
5136,0,True,16,1,10,1,4296
5137,0,True,20,0,6,0,4297
5138,1,True,18,0,11,0,4298
5144,1,True,14,0,5,0,4303
5145,0,True,19,0,5,1,4303
5151,0,True,20,0,10,0,4308
5163,0,True,17,0,8,0,4315
5166,1,True,6,0,2,0,4318
5167,1,True,8,0,2,1,4318
5168,0,True,19,1,2,2,4318
5169,1,True,9,0,4,0,4319
5170,0,True,16,0,4,1,4319
5172,0,True,17,0,6,0,4321
5174,0,True,18,0,10,0,4323
5178,0,True,16,0,3,0,4326
5179,0,True,19,0,6,0,4327
5182,1,True,8,0,9,0,4331
5183,1,True,17,0,9,1,4331
5189,1,True,7,0,10,0,4337
5190,0,True,17,0,10,1,4337
5191,1,True,18,1,10,0,4338
5192,0,True,17,1,10,1,4338
5194,1,True,18,1,10,0,4340
5195,0,True,18,1,10,1,4340
5209,0,True,16,0,10,0,4353
5212,0,True,19,1,5,0,4356
5213,1,True,19,1,4,0,4357
5214,0,True,19,1,4,1,4357
5218,0,True,20,0,10,0,4360
5219,0,True,19,0,10,0,4361
5220,0,True,20,0,10,0,4362
5224,0,True,20,0,8,0,4365
5236,1,True,20,0,2,0,4372
5237,0,True,19,0,11,0,4373
5257,1,True,6,0,10,0,4388
5258,1,True,17,1,10,1,4388
5259,0,True,17,1,10,2,4388
5264,0,True,20,1,5,0,4393
5279,1,True,13,1,10,0,4408
5280,0,True,20,1,10,1,4408
5283,1,True,9,0,10,0,4411
5284,1,True,11,0,10,1,4411
5292,0,True,16,1,7,0,4418
5295,0,True,20,0,4,0,4421
5305,0,True,15,0,2,0,4427
5311,1,True,13,0,9,0,4432
5312,0,True,19,0,9,1,4432
5318,0,True,20,0,11,0,4439
5319,0,True,20,0,10,0,4440
5327,0,True,20,0,2,0,4448
5330,1,True,9,0,2,0,4451
5331,0,True,19,0,2,1,4451
5333,0,True,15,0,4,0,4453
5334,0,True,17,0,8,0,4454
5335,1,True,8,0,10,0,4455
5336,1,True,17,0,10,1,4455
5346,1,True,7,0,3,0,4465
5347,1,True,10,0,3,1,4465
5348,0,True,20,0,3,2,4465
5358,1,True,6,0,3,0,4473
5359,1,True,9,0,3,1,4473
5360,0,True,18,0,3,2,4473
5361,0,True,18,1,4,0,4474
5370,0,True,15,0,10,0,4483
5371,1,True,10,0,10,0,4484
5372,0,True,15,0,10,1,4484
5375,0,True,14,0,7,0,4488
5382,1,True,11,0,6,0,4493
5383,0,True,15,0,6,1,4493
5384,0,True,19,0,3,0,4494
5389,1,True,20,0,10,0,4500
5394,1,True,9,0,5,0,4505
5395,1,True,18,0,5,1,4505
5398,0,True,20,0,4,0,4507
5399,0,True,20,0,10,0,4508
5404,0,True,20,0,5,0,4513
5409,0,True,19,0,2,0,4518
5416,1,True,9,0,10,0,4524
5417,1,True,17,0,10,1,4524
5420,0,True,17,0,10,0,4527
5428,1,True,14,0,3,0,4536
5430,1,True,6,0,10,0,4539
5431,1,True,8,0,10,1,4539
5432,1,True,19,1,10,2,4539
5439,0,True,16,0,6,0,4545
5440,1,True,9,0,4,0,4546
5441,1,True,15,0,4,1,4546
5449,1,True,7,0,3,0,4553
5450,0,True,18,1,3,1,4553
5451,0,True,18,0,9,0,4554
5453,0,True,14,1,6,0,4556
5466,0,True,20,0,9,0,4566
5467,1,True,11,0,9,0,4567
5477,0,True,14,0,10,0,4574
5481,1,True,10,0,7,0,4577
5482,0,True,20,0,7,1,4577
5483,1,True,17,0,2,0,4578
5484,0,True,20,0,2,1,4578
5491,0,True,19,0,10,0,4585
5492,0,True,17,0,3,0,4586
5496,0,True,20,0,10,0,4591
5503,0,True,18,1,8,0,4598
5509,0,True,20,0,6,0,4603
5517,0,True,20,0,8,0,4611
5526,0,True,18,0,6,0,4617
5534,0,True,15,0,6,0,4625
5535,0,True,20,0,10,0,4626
5536,1,True,9,0,10,0,4627
5537,0,True,20,1,10,1,4627
5554,0,True,20,0,6,0,4641
5562,1,True,13,0,3,0,4648
5563,0,True,19,0,3,1,4648
5564,0,True,19,1,10,0,4649
5566,1,True,13,1,3,0,4651
5567,0,True,16,1,3,1,4651
5568,1,True,10,0,10,0,4652
5569,0,True,20,0,10,1,4652
5572,0,True,20,0,6,0,4655
5574,0,True,20,0,8,0,4658
5575,1,True,20,1,7,0,4660
5576,0,True,20,1,7,1,4660
5578,1,True,13,1,4,0,4662
5579,0,True,19,1,4,1,4662
5582,1,True,15,0,2,0,4665
5583,0,True,19,0,2,1,4665
5592,0,True,19,0,11,0,4671
5600,1,True,8,0,4,0,4677
5601,0,True,18,0,4,1,4677
5602,0,True,19,0,7,0,4678
5607,0,True,15,0,8,0,4682
5609,1,True,6,0,11,0,4685
5610,1,True,10,0,11,1,4685
5612,0,True,18,0,3,0,4687
5617,0,True,20,0,4,0,4691
5630,1,True,13,0,11,0,4701
5631,1,True,15,0,11,1,4701
5632,0,True,19,0,11,2,4701
5633,1,True,10,0,8,0,4702
5634,0,True,20,0,8,1,4702
5635,1,True,10,0,7,0,4703
5636,0,True,20,0,7,1,4703
5641,1,True,8,0,4,0,4708
5642,1,True,13,0,4,1,4708
5643,0,True,17,0,4,2,4708
5644,1,True,8,0,4,0,4709
5645,0,True,18,0,4,1,4709
5646,0,True,14,0,10,0,4710
5647,1,True,10,0,7,0,4711
5648,0,True,20,0,7,1,4711
5655,0,True,13,0,10,0,4718
5661,0,True,20,0,7,0,4724
5675,0,True,20,0,11,0,4738
5676,1,True,11,0,3,0,4739
5704,0,True,19,0,3,0,4761
5705,0,True,20,0,10,0,4762
5714,1,True,20,0,3,0,4771
5722,1,True,10,0,6,0,4780
5725,1,True,15,0,9,0,4782
5726,0,True,20,0,9,1,4782
5728,1,True,7,0,6,0,4784
5729,1,True,11,0,6,1,4784
5731,1,True,10,0,6,0,4786
5732,0,True,17,0,6,1,4786
5741,0,True,18,0,10,0,4791
5751,1,True,17,1,3,0,4801
5752,0,True,19,1,3,1,4801
5753,0,True,15,1,10,0,4802
5754,0,True,20,0,9,0,4803
5756,0,True,17,0,6,0,4806
5758,0,True,18,0,8,0,4808
5759,0,True,20,0,5,0,4810
5762,1,True,15,0,5,0,4815
5763,0,True,16,1,5,1,4815
5764,1,True,11,0,6,0,4816
5772,0,True,16,0,10,0,4822
5776,0,True,20,0,10,0,4826
5782,0,True,18,0,10,0,4833
5783,0,True,20,1,8,0,4835
5784,1,True,8,0,6,0,4836
5785,0,True,17,0,6,1,4836
5788,0,True,18,0,3,0,4842
5796,1,True,10,0,3,0,4849
5805,1,True,12,0,5,0,4858
5806,0,True,16,0,5,1,4858
5811,0,True,16,0,7,0,4863
5819,0,True,20,0,9,0,4869
5824,0,True,20,0,11,0,4873
5825,0,True,20,0,10,0,4874
5826,1,True,12,0,6,0,4875
5827,0,True,19,0,6,1,4875
5830,1,True,14,0,3,0,4879
5831,0,True,18,0,3,1,4879
5836,1,True,17,0,9,0,4884
5839,0,True,20,0,6,0,4886
5840,0,True,19,0,10,0,4887
5847,0,True,17,0,10,0,4896
5851,0,True,20,1,10,0,4901
5856,0,True,16,0,7,0,4906
5863,1,True,10,0,3,0,4909
5864,0,True,19,0,3,1,4909
5870,0,True,20,0,9,0,4914
5871,0,True,16,0,7,0,4915
5874,0,True,20,0,5,0,4918
5885,0,True,19,1,10,0,4928
5889,1,True,20,0,4,0,4932
5891,0,True,17,1,3,0,4934
5896,1,True,13,0,8,0,4938
5897,0,True,15,0,8,1,4938
5900,1,True,5,0,3,0,4942
5901,1,True,9,0,3,1,4942
5902,0,True,20,1,3,2,4942
5909,1,True,9,0,10,0,4947
5910,0,True,19,0,10,1,4947
5914,1,True,14,0,2,0,4951
5915,0,True,17,0,2,1,4951
5927,0,True,20,0,2,0,4961
5937,1,True,7,0,10,0,4967
5938,0,True,17,0,10,1,4967
5939,1,True,9,0,11,0,4968
5940,0,True,19,0,11,1,4968
5944,1,True,13,0,8,0,4972
5948,1,True,8,0,7,0,4976
5949,0,True,18,0,7,1,4976
5950,0,True,18,0,9,0,4977
5953,1,True,5,0,5,0,4981
5954,1,True,12,0,5,1,4981
5969,0,True,20,0,8,0,4994
5975,1,True,19,0,10,0,4999
5976,0,True,20,1,10,1,4999
5980,0,True,20,0,7,0,5004
5984,1,True,16,0,6,0,5007
5989,1,True,11,0,9,0,5013
5990,0,True,17,0,9,1,5013
5993,1,True,4,0,9,0,5015
5994,1,True,9,0,9,1,5015
5995,0,True,19,0,9,2,5015
5997,0,True,19,1,10,0,5017
6000,1,True,18,0,9,0,5020
6002,0,True,19,0,5,0,5022
6010,0,True,18,0,8,0,5027
6016,0,True,16,0,3,0,5033
6019,0,True,20,0,9,0,5036
6023,0,True,16,0,5,0,5040
6024,1,True,8,0,10,0,5041
6025,0,True,18,0,10,1,5041
6033,0,True,20,0,5,0,5047
6044,1,True,20,0,5,0,5055
