,label,win,points,aces,dealer card,round,game number
59018,0,False,8,0,2,0,49487
59019,0,False,15,0,2,1,49487
59022,1,False,17,0,8,0,49491
59028,0,False,7,0,10,0,49497
59029,1,False,12,0,10,1,49497
59031,1,False,16,0,3,0,49499
59041,1,False,15,0,10,0,49505
59054,0,False,20,0,2,0,49515
59055,1,False,12,0,7,0,49516
59057,0,False,14,0,10,0,49518
59058,1,False,17,0,10,1,49518
59062,1,False,13,0,3,0,49522
59064,0,False,20,0,6,0,49524
59066,1,False,12,0,10,0,49526
59071,1,False,14,0,11,0,49530
59072,0,False,10,0,5,0,49532
59073,0,False,17,0,5,1,49532
59074,1,False,14,0,10,0,49533
59095,1,False,16,1,2,0,49552
59096,1,False,11,0,7,0,49553
59097,1,False,15,0,6,0,49554
59098,1,False,17,0,10,0,49555
59101,0,False,14,0,10,0,49559
59103,1,False,14,1,10,0,49561
59105,0,False,20,0,7,0,49563
59109,1,False,17,0,10,0,49568
59110,0,False,13,0,8,0,49569
59113,1,False,13,0,7,0,49572
59117,1,False,18,1,4,0,49576
59121,0,False,7,0,3,0,49579
59122,1,False,14,0,3,1,49579
59126,1,False,13,0,2,0,49583
59127,0,False,6,0,5,0,49584
59128,0,False,11,0,5,1,49584
59129,0,False,19,0,5,2,49584
59130,1,False,14,0,11,0,49585
59132,1,False,14,0,9,0,49588
59140,1,False,18,0,11,0,49595
59145,1,False,13,0,3,0,49600
59148,0,False,17,0,2,0,49603
59149,1,False,14,0,8,0,49604
59155,1,False,12,2,5,0,49609
59156,1,False,16,0,4,0,49610
59158,0,False,14,0,10,0,49612
59164,0,False,11,0,10,0,49617
59165,1,False,14,0,10,1,49617
59168,0,False,10,0,10,0,49619
59169,1,False,17,0,10,1,49619
59171,1,False,15,0,6,0,49621
59174,1,False,18,0,5,0,49623
59175,1,False,12,0,5,0,49624
59176,0,False,5,0,6,0,49625
59177,0,False,14,0,6,1,49625
59180,0,False,4,0,3,0,49629
59181,1,False,14,0,3,1,49629
59188,0,False,14,0,10,0,49636
59191,1,False,12,0,10,0,49639
59193,0,False,13,0,5,0,49641
59200,1,False,11,0,4,0,49648
59207,0,False,13,1,9,0,49655
59208,1,False,12,1,9,1,49655
59212,1,False,11,0,10,0,49657
59214,1,False,14,0,9,0,49659
59216,1,False,12,0,5,0,49662
59223,0,False,13,0,6,0,49666
59227,0,False,5,0,4,0,49670
59228,1,False,16,1,4,1,49670
59234,1,False,12,0,6,0,49676
59236,1,False,14,0,11,0,49678
59240,1,False,14,0,10,0,49681
59259,0,False,15,0,7,0,49698
59267,1,False,13,0,9,0,49707
59270,1,False,19,0,10,0,49709
59275,1,False,12,0,9,0,49713
59277,0,False,17,0,5,0,49716
59281,0,False,20,0,4,0,49719
59293,1,False,13,0,11,0,49727
59294,0,False,17,0,7,0,49728
59295,0,False,13,0,11,0,49729
59296,0,False,14,1,11,1,49729
59303,1,False,12,0,7,0,49734
59313,1,False,11,0,10,0,49742
59314,0,False,9,0,10,0,49743
59315,0,False,19,0,10,1,49743
59319,1,False,15,0,9,0,49748
59322,0,False,18,0,11,0,49751
59323,1,False,12,0,2,0,49752
59324,1,False,18,1,8,0,49754
59327,0,False,17,1,10,0,49757
59328,0,False,14,1,10,1,49757
59329,1,False,16,1,10,2,49757
59341,1,False,15,0,10,0,49766
59342,1,False,14,0,9,0,49767
59347,1,False,17,0,9,0,49772
59348,1,False,14,0,6,0,49773
59349,1,False,17,0,6,0,49774
59353,1,False,12,0,10,0,49776
59363,1,False,14,0,4,0,49784
59368,1,False,13,0,3,0,49789
59377,1,False,15,0,7,0,49798
59388,0,False,6,0,10,0,49807
59389,0,False,14,0,10,1,49807
59393,0,False,12,0,9,0,49810
59402,0,False,16,0,11,0,49816
59404,1,False,14,0,7,0,49818
59410,1,False,16,1,10,0,49823
59436,1,False,17,0,10,0,49842
59444,1,False,13,0,10,0,49848
59451,1,False,15,0,3,0,49854
59454,0,False,16,0,2,0,49857
59456,1,False,14,0,3,0,49859
59459,0,False,17,0,10,0,49862
59461,1,False,12,0,9,0,49865
59462,0,False,9,0,10,0,49866
59463,0,False,18,0,10,1,49866
59468,1,False,18,0,10,0,49873
59480,0,False,10,0,10,0,49883
59481,1,False,14,0,10,1,49883
59495,1,False,18,0,10,0,49896
59498,1,False,17,0,10,0,49900
59499,0,False,17,0,2,0,49901
59505,1,False,14,0,9,0,49905
59506,1,False,13,0,10,0,49906
59508,1,False,12,0,10,0,49909
59514,1,False,20,0,10,0,49916
59516,0,False,12,2,9,0,49918
59517,1,False,12,2,9,1,49918
59521,1,False,13,0,8,0,49921
59522,1,False,11,0,10,0,49922
59529,1,False,12,0,6,0,49930
59530,1,False,12,0,5,0,49931
59531,0,False,14,0,3,0,49932
59534,0,False,10,0,3,0,49935
59540,1,False,17,1,3,0,49941
59542,1,False,13,0,7,0,49943
59545,1,False,15,0,11,0,49945
59551,1,False,20,0,10,0,49949
59552,1,False,12,0,7,0,49950
59553,1,False,13,0,9,0,49952
59559,0,False,9,0,2,0,49959
59560,0,False,16,0,2,1,49959
59565,0,False,13,0,9,0,49964
59566,1,False,19,0,9,1,49964
59570,1,False,11,0,8,0,49970
59573,1,False,18,0,7,0,49973
59574,0,False,18,0,3,0,49974
59581,1,False,14,0,2,0,49978
59585,1,False,15,0,3,0,49982
59589,0,False,9,0,8,0,49985
59590,1,False,17,0,8,1,49985
59594,1,False,14,0,3,0,49988
59595,1,False,16,0,10,0,49989
59598,1,False,13,1,10,0,49992
59606,0,False,14,0,11,0,49999
59609,1,False,20,0,7,0,50002
59614,1,False,17,0,7,0,50006
59629,0,False,5,0,5,0,50018
59630,1,False,11,0,5,1,50018
59631,0,False,6,0,2,0,50019
59632,1,False,11,0,2,1,50019
59635,1,False,13,0,10,0,50021
59647,0,False,9,0,10,0,50030
59648,1,False,19,0,10,1,50030
59651,1,False,12,0,8,0,50032
59670,0,False,16,0,5,0,50044
59672,1,False,11,0,9,0,50046
59675,0,False,4,0,4,0,50048
59676,1,False,11,0,4,1,50048
59678,0,False,8,0,10,0,50050
59679,0,False,10,0,10,1,50050
59680,1,False,19,0,10,2,50050
59684,1,False,15,0,10,0,50055
59698,1,False,16,0,4,0,50067
59700,0,False,19,0,10,0,50071
59701,1,False,15,0,2,0,50072
59702,0,False,14,0,4,0,50073
59703,1,False,11,0,6,0,50074
59708,1,False,14,0,7,0,50077
59724,1,False,14,1,8,0,50094
59728,1,False,14,0,3,0,50100
59737,1,False,11,0,4,0,50106
59747,0,False,12,0,7,0,50117
59754,0,False,9,0,2,0,50120
59755,1,False,13,0,2,1,50120
59756,0,False,19,0,7,0,50121
59758,0,False,12,0,10,0,50123
59782,1,False,16,0,10,0,50143
59786,0,False,6,0,10,0,50146
59787,1,False,16,0,10,1,50146
59790,1,False,16,0,9,0,50149
59798,1,False,12,0,4,0,50156
59799,1,False,12,0,11,0,50157
59800,1,False,11,0,10,0,50158
59808,0,False,11,0,4,0,50165
59809,1,False,15,0,4,1,50165
59827,0,False,15,0,10,0,50180
59840,1,False,18,0,10,0,50192
59841,1,False,16,0,8,0,50193
59846,1,False,14,0,10,0,50196
59850,0,False,9,0,10,0,50200
59851,1,False,18,0,10,1,50200
59860,1,False,12,0,5,0,50209
59861,0,False,15,0,8,0,50210
59865,0,False,9,0,9,0,50213
59866,1,False,13,0,9,1,50213
59868,0,False,15,0,5,0,50215
59869,1,False,16,1,5,1,50215
59870,1,False,14,0,3,0,50216
59882,1,False,15,0,7,0,50223
59901,1,False,11,0,10,0,50239
59902,1,False,20,0,9,0,50240
59915,1,False,15,1,4,0,50251
59916,0,False,8,0,8,0,50252
59917,1,False,12,0,8,1,50252
59918,1,False,13,0,4,0,50253
59921,1,False,15,0,10,0,50255
59924,1,False,14,0,8,0,50258
59938,1,False,13,0,10,0,50270
59940,0,False,13,0,7,0,50272
59946,0,False,9,0,9,0,50277
59947,1,False,17,0,9,1,50277
59948,0,False,13,0,10,0,50278
59951,1,False,16,0,6,0,50281
59954,1,False,14,0,5,0,50285
59956,0,False,4,0,10,0,50287
59957,0,False,11,0,10,1,50287
59958,1,False,12,1,10,2,50287
59966,1,False,14,0,2,0,50294
59970,0,False,7,0,7,0,50297
59971,1,False,14,0,7,1,50297
59977,1,False,20,1,10,0,50303
59979,0,False,18,1,10,0,50305
59983,1,False,15,0,9,0,50309
59984,0,False,17,0,11,0,50310
59995,1,False,16,0,10,0,50320
60000,1,False,20,0,9,0,50323
60001,0,False,17,0,3,0,50325
60005,0,False,13,1,3,0,50329
60006,0,False,20,1,3,1,50329
60007,1,False,16,1,3,2,50329
60008,1,False,13,0,10,0,50330
60009,1,False,17,0,2,0,50331
60018,1,False,20,1,3,0,50338
60028,1,False,13,0,9,0,50350
60032,0,False,16,0,5,0,50354
60034,1,False,17,0,10,0,50357
60038,0,False,20,0,11,0,50359
60040,0,False,10,0,2,0,50363
60041,0,False,15,0,2,1,50363
60042,0,False,9,0,10,0,50364
60043,1,False,11,0,10,1,50364
60054,1,False,12,0,8,0,50372
60060,0,False,5,0,11,0,50378
60061,0,False,15,0,11,1,50378
60062,0,False,16,1,11,2,50378
60063,1,False,19,1,11,3,50378
60076,1,False,13,0,3,0,50386
60078,0,False,7,0,6,0,50388
60079,1,False,17,0,6,1,50388
60085,0,False,20,0,7,0,50394
60089,0,False,20,0,10,0,50398
60090,1,False,13,0,2,0,50399
60095,0,False,20,0,7,0,50405
60099,1,False,12,0,10,0,50409
60100,0,False,8,0,10,0,50410
60101,1,False,11,0,10,1,50410
60109,1,False,11,0,7,0,50420
60116,1,False,12,0,10,0,50424
60119,1,False,14,0,10,0,50427
60124,1,False,13,0,4,0,50430
60134,1,False,13,0,11,0,50439
60135,0,False,14,0,10,0,50440
60136,1,False,18,0,10,1,50440
60140,0,False,6,0,10,0,50445
60141,0,False,9,0,10,1,50445
60142,0,False,16,0,10,2,50445
60145,1,False,18,0,4,0,50448
60146,1,False,18,1,10,0,50449
60156,0,False,6,0,10,0,50457
60157,0,False,16,0,10,1,50457
60158,0,False,9,0,8,0,50458
60159,1,False,17,0,8,1,50458
60172,1,False,12,2,10,0,50472
60175,1,False,14,0,9,0,50474
60185,1,False,11,0,10,0,50484
60189,1,False,19,0,8,0,50489
60190,0,False,6,0,6,0,50491
60191,0,False,15,0,6,1,50491
60192,1,False,15,0,10,0,50492
60197,1,False,14,0,2,0,50495
60200,1,False,16,0,8,0,50499
60207,0,False,8,0,10,0,50504
60208,1,False,18,0,10,1,50504
60212,1,False,12,0,9,0,50507
60215,0,False,16,1,8,0,50509
60216,1,False,16,1,8,1,50509
60224,0,False,16,0,10,0,50515
60225,1,False,16,0,10,0,50516
60227,0,False,9,0,2,0,50518
60228,0,False,19,0,2,1,50518
60237,1,False,16,1,10,0,50526
60239,0,False,7,0,10,0,50528
60240,0,False,12,0,10,1,50528
60242,0,False,20,1,10,0,50531
60243,1,False,16,1,10,1,50531
60249,1,False,15,0,6,0,50535
60253,1,False,18,0,5,0,50539
60256,1,False,19,0,10,0,50542
60259,1,False,12,0,5,0,50544
60260,1,False,12,0,3,0,50545
60261,1,False,12,0,6,0,50546
60265,1,False,19,0,2,0,50550
60277,0,False,8,0,3,0,50562
60278,0,False,17,0,3,1,50562
60279,0,False,19,0,3,2,50562
60280,0,False,20,0,3,0,50563
60283,0,False,12,0,6,0,50566
60284,1,False,14,0,6,1,50566
60285,0,False,5,0,3,0,50567
60286,1,False,14,0,3,1,50567
60292,1,False,13,0,10,0,50571
60299,1,False,20,0,3,0,50575
60304,0,False,16,0,7,0,50578
60306,0,False,7,0,10,0,50580
60307,1,False,17,0,10,1,50580
60314,0,False,13,0,10,0,50584
60316,1,False,13,0,8,0,50586
60318,0,False,13,0,10,0,50588
60319,1,False,15,0,10,1,50588
60320,0,False,16,1,6,0,50589
60321,1,False,14,1,6,1,50589
60330,0,False,13,0,4,0,50597
60336,1,False,14,0,10,0,50602
60337,1,False,14,0,11,0,50603
60344,0,False,10,0,10,0,50608
60345,1,False,13,0,10,1,50608
60348,0,False,17,1,6,0,50610
60349,0,False,19,1,6,1,50610
60350,1,False,16,1,6,2,50610
60351,0,False,12,0,10,0,50612
60352,1,False,19,0,10,1,50612
60358,1,False,14,0,10,0,50617
60359,1,False,13,0,4,0,50618
60361,1,False,12,0,7,0,50620
60364,0,False,16,0,4,0,50622
60368,1,False,11,0,10,0,50626
60375,1,False,12,0,10,0,50632
60376,1,False,12,0,4,0,50633
60380,0,False,5,0,10,0,50637
60381,0,False,16,1,10,1,50637
60382,1,False,17,2,10,2,50637
60387,1,False,14,0,6,0,50640
60390,0,False,14,0,9,0,50644
60399,0,False,11,0,3,0,50650
60400,1,False,15,0,3,1,50650
60402,1,False,14,1,10,0,50652
60404,0,False,10,0,10,0,50654
60405,1,False,17,0,10,1,50654
60408,0,False,15,0,4,0,50656
60409,1,False,13,0,5,0,50657
60414,0,False,13,0,10,0,50662
60434,0,False,20,0,9,0,50680
60441,0,False,16,1,6,0,50686
60442,0,False,16,1,6,1,50686
60444,1,False,16,0,2,0,50688
60459,0,False,9,0,10,0,50699
60460,1,False,17,0,10,1,50699
60469,1,False,13,0,11,0,50708
60477,0,False,14,1,5,0,50714
60478,1,False,19,1,5,1,50714
60479,1,False,18,0,10,0,50715
60484,0,False,10,0,7,0,50719
60485,0,False,20,0,7,1,50719
60490,1,False,13,0,8,0,50724
60502,1,False,12,0,10,0,50733
60513,1,False,13,0,10,0,50743
60515,0,False,8,0,2,0,50745
60516,1,False,18,0,2,1,50745
60522,1,False,11,0,10,0,50752
60523,1,False,20,0,10,0,50753
60524,1,False,14,0,10,0,50754
60528,1,False,16,0,6,0,50758
60530,1,False,18,0,3,0,50760
60532,1,False,14,0,10,0,50762
60541,1,False,13,0,10,0,50769
60544,0,False,6,0,6,0,50772
60545,0,False,16,0,6,1,50772
60554,1,False,16,0,8,0,50783
60560,1,False,17,0,4,0,50789
60561,1,False,13,0,5,0,50790
60562,1,False,19,0,8,0,50791
60563,1,False,12,0,3,0,50792
60566,1,False,15,0,4,0,50795
60573,0,False,19,0,7,0,50803
60574,1,False,12,0,8,0,50804
60576,0,False,14,0,11,0,50807
60577,0,False,18,0,11,1,50807
60579,0,False,10,0,2,0,50809
60580,1,False,13,0,2,1,50809
60581,1,False,18,0,2,0,50810
60582,0,False,10,0,2,0,50811
60583,1,False,17,0,2,1,50811
60588,1,False,17,0,2,0,50815
60590,0,False,15,1,8,0,50818
60591,1,False,15,1,8,1,50818
60592,1,False,13,0,10,0,50820
60593,0,False,14,0,10,0,50821
60594,0,False,20,0,10,1,50821
60595,0,False,19,0,11,0,50822
60601,0,False,15,0,9,0,50828
60607,1,False,11,0,11,0,50833
60610,1,False,16,0,4,0,50836
60616,0,False,19,1,10,0,50841
60617,1,False,19,1,10,1,50841
60620,1,False,14,0,10,0,50844
60621,0,False,17,0,10,0,50845
60626,1,False,12,2,2,0,50850
60627,1,False,17,0,9,0,50851
60633,0,False,20,1,3,0,50856
60634,0,False,16,1,3,1,50856
60643,0,False,17,0,11,0,50861
60644,1,False,13,0,10,0,50862
60645,0,False,7,0,10,0,50863
60646,1,False,13,0,10,1,50863
60651,1,False,11,0,7,0,50869
60652,1,False,18,0,4,0,50870
60654,1,False,17,0,10,0,50872
60657,1,False,17,0,2,0,50875
60660,0,False,7,0,10,0,50878
60661,1,False,15,0,10,1,50878
60664,0,False,5,0,9,0,50881
60665,1,False,14,0,9,1,50881
60666,0,False,17,0,4,0,50882
60668,1,False,12,0,10,0,50885
60671,1,False,13,0,6,0,50888
60672,0,False,20,0,10,0,50889
60678,0,False,12,0,7,0,50894
60679,1,False,18,0,7,1,50894
60680,1,False,13,1,8,0,50895
60683,0,False,7,0,5,0,50898
60684,0,False,15,0,5,1,50898
60687,1,False,14,0,6,0,50902
60688,0,False,12,0,10,0,50903
60689,0,False,19,0,10,1,50903
60698,0,False,17,0,8,0,50910
60704,1,False,13,0,10,0,50915
60708,0,False,15,0,4,0,50920
60711,1,False,13,0,4,0,50922
60712,1,False,18,1,9,0,50923
60713,1,False,15,0,4,0,50924
60719,0,False,13,0,10,0,50928
60720,1,False,14,1,10,1,50928
60723,1,False,15,0,10,0,50931
60726,1,False,18,0,5,0,50934
60728,1,False,14,0,11,0,50936
60736,1,False,18,1,10,0,50943
60743,1,False,12,0,3,0,50948
60751,0,False,20,0,10,0,50953
60763,1,False,18,0,3,0,50965
60766,1,False,15,0,10,0,50968
60778,1,False,15,0,10,0,50978
60780,0,False,16,0,5,0,50980
60781,1,False,17,1,5,1,50980
60787,0,False,8,0,10,0,50987
60788,0,False,13,0,10,1,50987
60789,1,False,15,0,10,2,50987
60794,1,False,20,0,2,0,50992
60799,1,False,12,0,4,0,50996
60806,1,False,14,0,9,0,51002
60822,0,False,17,0,3,0,51018
60829,1,False,15,1,10,0,51024
60833,0,False,7,0,5,0,51026
60834,1,False,15,0,5,1,51026
60839,1,False,13,0,10,0,51030
60842,0,False,14,0,10,0,51033
60843,1,False,13,0,8,0,51034
60844,1,False,15,0,4,0,51036
60848,1,False,12,0,9,0,51038
60853,1,False,15,0,3,0,51042
60854,0,False,17,0,10,0,51043
60858,1,False,14,0,10,0,51047
60859,1,False,14,0,10,0,51048
60860,0,False,6,0,8,0,51049
60861,1,False,14,0,8,1,51049
60874,1,False,14,0,4,0,51062
60877,1,False,19,0,10,0,51065
60885,1,False,14,0,10,0,51077
60897,1,False,15,1,10,0,51093
60901,0,False,17,1,5,0,51095
60902,1,False,17,1,5,1,51095
60922,1,False,18,0,6,0,51112
60926,1,False,13,0,9,0,51116
60927,0,False,15,1,2,0,51117
60928,1,False,15,1,2,1,51117
60937,0,False,7,0,3,0,51123
60938,1,False,13,0,3,1,51123
60939,1,False,12,0,10,0,51126
60940,1,False,11,0,10,0,51127
60942,1,False,15,0,10,0,51129
60944,1,False,12,0,3,0,51131
60947,1,False,13,0,11,0,51133
60949,0,False,11,0,10,0,51135
60950,1,False,18,0,10,1,51135
60958,0,False,16,0,10,0,51143
60964,0,False,20,0,7,0,51149
60966,1,False,16,0,7,0,51151
60967,1,False,16,0,10,0,51152
60969,1,False,14,0,10,0,51154
60976,0,False,13,0,4,0,51160
60977,0,False,20,0,4,1,51160
60979,1,False,14,0,2,0,51163
60981,0,False,14,0,10,0,51165
60982,0,False,17,0,10,1,51165
60983,1,False,11,0,6,0,51166
60984,1,False,14,0,10,0,51167
60987,1,False,16,1,10,0,51170
60995,1,False,11,0,7,0,51177
60996,1,False,17,0,10,0,51178
60997,1,False,20,0,11,0,51179
60998,1,False,20,1,4,0,51180
61001,0,False,16,0,9,0,51183
61002,0,False,12,0,5,0,51184
61003,1,False,14,0,5,1,51184
61007,0,False,16,0,8,0,51187
61011,0,False,19,1,10,0,51190
61012,0,False,13,1,10,1,51190
61020,1,False,18,0,2,0,51197
61038,0,False,18,0,10,0,51211
61039,1,False,20,0,10,1,51211
61042,1,False,14,1,5,0,51213
61043,0,False,8,0,5,0,51214
61044,1,False,12,0,5,1,51214
61045,1,False,19,1,10,0,51216
61049,1,False,13,0,2,0,51219
61051,1,False,12,0,2,0,51221
61057,1,False,16,0,7,0,51226
61061,0,False,10,0,8,0,51230
61062,1,False,16,0,8,1,51230
61064,0,False,13,0,10,0,51232
61069,1,False,19,0,5,0,51236
61078,0,False,18,0,2,0,51244
61083,0,False,12,0,6,0,51248
61090,1,False,14,0,7,0,51254
61091,0,False,17,0,10,0,51255
61092,0,False,20,0,6,0,51256
61101,1,False,17,0,10,0,51264
61115,0,False,7,0,4,0,51277
61116,0,False,14,0,4,1,51277
61117,0,False,20,0,4,2,51277
61120,1,False,16,0,6,0,51280
61121,0,False,18,0,10,0,51281
61124,0,False,11,0,4,0,51284
61125,1,False,12,1,4,1,51284
61131,0,False,20,0,7,0,51289
61138,1,False,20,0,10,0,51295
61140,0,False,15,0,2,0,51297
61147,0,False,17,0,3,0,51303
61153,1,False,17,0,9,0,51308
61167,1,False,16,0,11,0,51317
61170,1,False,14,1,4,0,51319
61171,1,False,19,0,7,0,51320
61176,1,False,18,0,9,0,51324
61177,1,False,12,0,10,0,51325
61181,1,False,13,0,9,0,51330
61183,1,False,16,0,10,0,51332
61190,0,False,6,0,3,0,51339
61191,0,False,16,0,3,1,51339
61200,0,False,7,0,7,0,51348
61201,0,False,16,0,7,1,51348
61205,1,False,20,0,10,0,51352
61206,1,False,17,0,10,0,51353
61207,0,False,13,0,8,0,51356
61208,0,False,17,0,8,1,51356
61215,1,False,15,0,10,0,51362
61221,0,False,14,0,10,0,51367
61222,1,False,20,0,10,0,51368
61225,0,False,6,0,3,0,51370
61226,0,False,16,0,3,1,51370
61227,1,False,13,0,10,0,51371
61228,1,False,19,0,4,0,51372
61230,1,False,14,0,11,0,51374
61238,1,False,16,0,10,0,51382
61239,1,False,18,0,10,0,51383
61241,0,False,19,0,3,0,51385
61249,1,False,15,0,5,0,51394
61250,0,False,16,0,10,0,51395
61251,0,False,20,0,10,1,51395
61252,0,False,15,0,11,0,51396
61253,0,False,18,0,11,1,51396
61259,1,False,15,1,7,0,51400
61266,1,False,20,0,11,0,51404
61270,0,False,8,0,5,0,51408
61271,0,False,16,0,5,1,51408
61276,0,False,15,0,10,0,51411
61278,0,False,8,0,8,0,51413
61279,1,False,17,0,8,1,51413
61281,0,False,11,0,3,0,51415
61282,0,False,12,1,3,1,51415
61293,0,False,13,0,10,0,51422
61294,1,False,17,0,10,1,51422
61295,0,False,7,0,5,0,51423
61296,1,False,15,0,5,1,51423
61298,0,False,18,0,8,0,51425
61314,0,False,18,0,6,0,51436
61323,0,False,20,0,6,0,51441
61324,1,False,12,0,4,0,51442
61332,1,False,18,0,6,0,51448
61333,1,False,14,0,10,0,51449
61335,1,False,15,0,7,0,51451
61339,1,False,15,0,10,0,51455
61340,1,False,12,0,7,0,51456
61356,0,False,10,0,4,0,51470
61357,0,False,17,0,4,1,51470
61358,1,False,18,1,10,0,51471
61363,1,False,15,0,9,0,51477
61368,0,False,12,0,5,0,51480
61369,0,False,20,0,5,0,51481
61378,1,False,14,0,8,0,51488
61380,1,False,13,0,10,0,51490
61383,0,False,17,0,9,0,51493
61384,0,False,20,0,9,1,51493
61390,0,False,9,0,6,0,51498
61391,0,False,17,0,6,1,51498
61400,1,False,13,1,6,0,51505
61402,1,False,14,0,10,0,51507
61412,0,False,16,0,10,0,51514
61421,0,False,15,0,5,0,51521
61425,1,False,17,0,5,0,51524
61429,1,False,11,0,9,0,51528
61430,0,False,11,0,10,0,51529
61431,1,False,19,0,10,1,51529
61435,1,False,18,0,6,0,51532
61439,1,False,16,0,7,0,51536
61448,0,False,16,0,2,0,51545
61449,0,False,12,0,5,0,51548
61450,0,False,18,0,5,1,51548
61451,0,False,19,1,5,2,51548
61452,1,False,13,0,10,0,51549
61454,0,False,16,0,4,0,51551
61456,0,False,5,0,10,0,51554
61457,0,False,9,0,10,1,51554
61458,0,False,14,0,10,2,51554
61462,0,False,20,0,6,0,51558
61469,0,False,9,0,10,0,51566
61470,0,False,20,1,10,1,51566
61471,0,False,12,1,10,2,51566
61479,0,False,20,0,2,0,51576
61480,1,False,20,0,10,0,51578
61484,0,False,15,0,4,0,51583
61485,1,False,15,1,9,0,51584
61489,1,False,19,0,4,0,51588
61496,1,False,15,1,2,0,51593
61498,0,False,12,0,7,0,51596
61499,0,False,20,0,7,1,51596
61511,1,False,17,0,10,0,51605
61517,0,False,8,0,10,0,51610
61518,1,False,11,0,10,1,51610
61521,0,False,15,1,4,0,51613
61522,1,False,12,1,4,1,51613
61524,1,False,11,0,6,0,51615
61529,0,False,9,0,9,0,51620
61530,1,False,14,0,9,1,51620
61534,1,False,12,0,2,0,51624
61535,1,False,11,0,10,0,51625
61536,1,False,17,1,4,0,51626
61542,0,False,12,0,7,0,51631
61543,1,False,15,0,7,1,51631
61553,1,False,15,0,10,0,51641
61567,0,False,12,0,10,0,51652
61568,0,False,13,1,10,1,51652
61569,0,False,17,1,10,2,51652
61570,0,False,20,0,10,0,51653
61576,1,False,14,0,4,0,51658
61578,1,False,15,0,4,0,51660
61580,1,False,13,0,6,0,51662
61589,1,False,15,0,8,0,51671
61592,1,False,12,0,4,0,51676
61608,1,False,11,0,7,0,51691
61619,1,False,16,0,6,0,51701
61622,1,False,17,0,7,0,51704
61624,1,False,12,0,11,0,51706
61628,0,False,15,0,10,0,51709
61629,1,False,19,0,10,1,51709
61630,0,False,20,0,6,0,51710
61631,0,False,19,1,4,0,51712
61632,1,False,18,1,4,1,51712
61635,1,False,15,0,8,0,51716
61636,1,False,14,0,9,0,51717
61637,1,False,20,0,10,0,51718
61641,1,False,14,0,10,0,51720
61647,0,False,15,0,10,0,51726
61648,1,False,20,0,10,1,51726
61649,1,False,16,1,10,0,51727
61670,0,False,5,0,10,0,51743
61671,0,False,16,1,10,1,51743
61672,1,False,16,1,10,2,51743
61685,1,False,14,0,7,0,51751
61690,0,False,13,0,10,0,51755
61691,0,False,14,1,10,1,51755
61698,0,False,5,0,6,0,51762
61699,0,False,7,0,6,1,51762
61700,1,False,17,0,6,2,51762
61701,1,False,16,1,5,0,51763
61703,1,False,16,0,8,0,51765
61710,1,False,15,1,10,0,51771
61714,0,False,10,0,6,0,51774
61715,1,False,12,0,6,1,51774
61717,0,False,15,1,8,0,51776
61718,0,False,13,1,8,1,51776
61719,1,False,19,1,8,2,51776
61721,1,False,11,0,2,0,51779
61726,1,False,12,0,8,0,51783
61738,1,False,19,1,10,0,51794
61742,1,False,11,0,8,0,51796
61750,1,False,12,0,5,0,51803
61753,1,False,14,0,10,0,51805
61755,0,False,16,0,7,0,51807
61756,0,False,17,1,7,1,51807
61765,0,False,16,0,10,0,51815
61768,1,False,15,0,5,0,51818
61783,1,False,13,0,6,0,51832
61784,1,False,16,0,10,0,51833
61790,0,False,13,0,2,0,51838
61791,0,False,16,0,10,0,51839
61798,0,False,5,0,4,0,51844
61799,0,False,10,0,4,1,51844
61800,1,False,14,0,4,2,51844
61802,1,False,16,1,10,0,51847
61804,1,False,11,0,4,0,51851
61807,0,False,12,0,5,0,51853
61808,0,False,16,0,5,1,51853
61809,0,False,19,0,5,2,51853
61812,1,False,16,0,10,0,51855
61814,0,False,13,0,7,0,51857
61815,0,False,17,0,7,1,51857
61816,0,False,19,0,7,2,51857
61821,0,False,10,0,3,0,51862
61822,1,False,17,0,3,1,51862
61825,0,False,18,0,4,0,51864
61827,1,False,19,0,11,0,51866
61835,0,False,7,0,10,0,51873
61836,0,False,17,0,10,1,51873
61838,0,False,9,0,10,0,51875
61839,1,False,11,0,10,1,51875
61844,0,False,6,0,6,0,51878
61845,1,False,11,0,6,1,51878
61846,0,False,13,0,6,0,51879
61847,1,False,11,0,9,0,51880
61850,1,False,17,0,2,0,51883
61855,1,False,18,0,10,0,51887
61856,0,False,9,0,10,0,51888
61857,1,False,17,0,10,1,51888
61862,0,False,7,0,5,0,51892
61863,1,False,17,0,5,1,51892
61865,1,False,16,0,4,0,51894
61870,0,False,20,0,10,0,51898
61874,0,False,10,0,10,0,51903
61875,0,False,15,0,10,1,51903
61877,0,False,7,0,10,0,51905
61878,1,False,18,1,10,1,51905
61893,1,False,12,0,10,0,51916
61895,1,False,12,0,7,0,51918
61900,1,False,13,0,3,0,51923
61906,1,False,11,0,10,0,51927
61912,0,False,12,0,10,0,51932
61917,0,False,19,0,11,0,51936
61923,1,False,14,0,4,0,51941
61929,1,False,11,0,9,0,51945
61933,1,False,14,1,8,0,51948
61937,1,False,15,1,9,0,51954
61938,1,False,13,0,10,0,51955
61957,1,False,20,0,3,0,51969
61958,1,False,17,0,4,0,51970
61969,1,False,13,0,3,0,51980
61979,1,False,16,0,10,0,51986
61983,1,False,16,0,9,0,51989
